CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,RF_Score,Segment
C2621,13,8,30117.52,5,4,5,545,54,Champions
C2622,3,6,26805.4,5,3,4,534,53,Loyal
C2623,379,4,9901.029999999999,1,1,1,111,11,At Risk / Lost
C2624,27,8,22904.829999999998,5,4,4,544,54,Champions
C2625,182,9,20954.61,2,5,4,254,25,Big Spenders
C2626,60,4,15492.119999999999,3,1,2,312,31,Needs Attention
C2627,48,11,53271.89,4,5,5,455,45,Champions
C2628,174,2,1862.4099999999999,2,1,1,211,21,At Risk / Lost
C2629,192,4,10217.789999999999,1,1,1,111,11,At Risk / Lost
C2630,30,7,21261.73,4,3,4,434,43,Loyal
C2631,34,12,39411.119999999995,4,5,5,455,45,Champions
C2632,147,5,17605.03,2,2,3,223,22,At Risk / Lost
C2633,99,8,27073.65,3,4,4,344,34,Potential
C2634,22,9,42507.399999999994,5,5,5,555,55,Champions
C2635,88,8,16197.51,3,4,3,343,34,Potential
C2636,31,7,19916.09,4,3,3,433,43,Loyal
C2637,16,5,13464.55,5,2,2,522,52,Potential
C2638,50,7,11675.18,4,3,2,432,43,Loyal
C2639,99,9,24054.699999999997,3,5,4,354,35,Potential
C2640,26,8,24450.57,5,4,4,544,54,Champions
C2641,109,5,15317.94,2,2,2,222,22,At Risk / Lost
C2642,47,4,9851.4,4,1,1,411,41,Needs Attention
C2643,136,7,16930.47,2,3,3,233,23,Needs Attention
C2644,7,7,28190.32,5,3,5,535,53,Loyal
C2645,50,3,15277.54,4,1,2,412,41,Needs Attention
C2646,2,6,11293.08,5,3,2,532,53,Loyal
C2647,705,1,-2589.16,1,1,1,111,11,At Risk / Lost
C2648,79,5,24500.1,3,2,4,324,32,Potential
C2649,10,5,8439.15,5,2,1,521,52,Potential
C2650,358,2,13531.5,1,1,2,112,11,At Risk / Lost
C2651,47,7,12335.89,4,3,2,432,43,Loyal
C2652,2,11,35294.61,5,5,5,555,55,Champions
C2653,267,2,7043.799999999999,1,1,1,111,11,At Risk / Lost
C2654,13,7,10747.58,5,3,2,532,53,Loyal
C2655,35,4,5108.26,4,1,1,411,41,Needs Attention
C2656,5,7,23985.47,5,3,4,534,53,Loyal
C2657,76,8,32048.260000000002,3,4,5,345,34,Potential
C2658,294,2,1430.71,1,1,1,111,11,At Risk / Lost
C2659,18,7,17916.68,5,3,3,533,53,Loyal
C2660,19,5,18171.4,5,2,3,523,52,Potential
C2661,199,5,14429.529999999999,1,2,2,122,12,At Risk / Lost
C2662,228,2,6953.02,1,1,1,111,11,At Risk / Lost
C2663,16,8,26207.38,5,4,4,544,54,Champions
C2664,153,10,50536.47,2,5,5,255,25,Big Spenders
C2665,53,7,22245.21,4,3,4,434,43,Loyal
C2666,153,3,5411.49,2,1,1,211,21,At Risk / Lost
C2667,162,12,46420.14,2,5,5,255,25,Big Spenders
C2668,107,4,20885.58,2,1,3,213,21,At Risk / Lost
C2669,123,7,19092.440000000002,2,3,3,233,23,Needs Attention
C2670,24,4,20773.879999999997,5,1,3,513,51,Needs Attention
C2671,24,10,47928.28,5,5,5,555,55,Champions
C2672,110,8,34274.4,2,4,5,245,24,Big Spenders
C2673,241,6,13355.16,1,3,2,132,13,Needs Attention
C2674,492,8,49021.54,1,4,5,145,14,Big Spenders
C2675,296,6,13699.64,1,3,2,132,13,Needs Attention
C2676,52,8,20968.64,4,4,4,444,44,Champions
C2677,422,4,14755.18,1,1,2,112,11,At Risk / Lost
C2678,210,4,16207.4,1,1,3,113,11,At Risk / Lost
C2679,159,4,7030.94,2,1,1,211,21,At Risk / Lost
C2680,21,8,26994.07,5,4,4,544,54,Champions
C2681,350,4,12515.09,1,1,2,112,11,At Risk / Lost
C2682,33,7,25059.73,4,3,4,434,43,Loyal
C2683,85,6,15461.26,3,3,2,332,33,Potential
C2684,3,7,12173.22,5,3,2,532,53,Loyal
C2685,16,7,24973.89,5,3,4,534,53,Loyal
C2686,52,10,16603.5,4,5,3,453,45,Champions
C2687,91,5,9783.92,3,2,1,321,32,Potential
C2688,12,7,31778.04,5,3,5,535,53,Loyal
C2689,23,9,25968.23,5,5,4,554,55,Champions
C2690,7,4,20460.600000000002,5,1,3,513,51,Needs Attention
C2691,462,4,13456.34,1,1,2,112,11,At Risk / Lost
C2692,165,6,21548.530000000002,2,3,4,234,23,Needs Attention
C2693,18,6,17662.27,5,3,3,533,53,Loyal
C2694,20,8,19225.93,5,4,3,543,54,Champions
C2695,18,5,22680.21,5,2,4,524,52,Potential
C2696,150,7,18152.91,2,3,3,233,23,Needs Attention
C2697,17,10,30588.97,5,5,5,555,55,Champions
C2698,25,8,40981.94,5,4,5,545,54,Champions
C2699,232,5,19158.71,1,2,3,123,12,At Risk / Lost
C2700,304,4,18071.48,1,1,3,113,11,At Risk / Lost
C2701,62,8,28728.97,3,4,5,345,34,Potential
C2702,7,4,19355.43,5,1,3,513,51,Needs Attention
C2703,112,6,16756.48,2,3,3,233,23,Needs Attention
C2704,77,3,16184.68,3,1,3,313,31,Needs Attention
C2705,80,7,25827.05,3,3,4,334,33,Potential
C2706,30,6,19136.76,4,3,3,433,43,Loyal
C2707,6,8,16506.48,5,4,3,543,54,Champions
C2708,205,4,8867.32,1,1,1,111,11,At Risk / Lost
C2709,19,7,12182.1,5,3,2,532,53,Loyal
C2710,124,6,16290.3,2,3,3,233,23,Needs Attention
C2711,113,5,12649.48,2,2,2,222,22,At Risk / Lost
C2712,200,8,30376.690000000002,1,4,5,145,14,Big Spenders
C2713,224,5,19654.67,1,2,3,123,12,At Risk / Lost
C2714,182,5,13164.42,2,2,2,222,22,At Risk / Lost
C2715,67,4,4936.5,3,1,1,311,31,Needs Attention
C2716,259,6,16823.25,1,3,3,133,13,Needs Attention
C2717,184,5,18279.16,2,2,3,223,22,At Risk / Lost
C2718,86,10,38387.43,3,5,5,355,35,Potential
C2719,11,11,34250.27,5,5,5,555,55,Champions
C2720,259,8,11577.05,1,4,2,142,14,Big Spenders
C2721,3,7,16025.8,5,3,3,533,53,Loyal
C2722,267,7,21329.36,1,3,4,134,13,Needs Attention
C2723,8,5,34692.42,5,2,5,525,52,Potential
C2724,29,4,17621.14,4,1,3,413,41,Needs Attention
C2725,113,11,45054.71,2,5,5,255,25,Big Spenders
C2726,54,7,25571.230000000003,4,3,4,434,43,Loyal
C2727,78,5,9776.77,3,2,1,321,32,Potential
C2728,112,3,4442.01,2,1,1,211,21,At Risk / Lost
C2729,132,4,11944.26,2,1,2,212,21,At Risk / Lost
C2730,10,10,16733.420000000002,5,5,3,553,55,Champions
C2731,122,7,23090.489999999998,2,3,4,234,23,Needs Attention
C2732,84,5,11473.85,3,2,2,322,32,Potential
C2733,22,4,7378.0,5,1,1,511,51,Needs Attention
C2734,357,3,6274.76,1,1,1,111,11,At Risk / Lost
C2735,41,8,37664.33,4,4,5,445,44,Champions
C2736,349,3,10092.18,1,1,1,111,11,At Risk / Lost
C2737,117,5,5845.05,2,2,1,221,22,At Risk / Lost
C2738,31,6,11953.96,4,3,2,432,43,Loyal
C2739,345,4,11469.25,1,1,2,112,11,At Risk / Lost
C2740,32,6,21737.4,4,3,4,434,43,Loyal
C2741,136,5,19057.57,2,2,3,223,22,At Risk / Lost
C2742,198,6,30769.07,1,3,5,135,13,Needs Attention
C2743,394,3,7377.69,1,1,1,111,11,At Risk / Lost
C2744,41,3,4765.87,4,1,1,411,41,Needs Attention
C2745,20,4,13090.5,5,1,2,512,51,Needs Attention
C2746,37,8,23064.48,4,4,4,444,44,Champions
C2747,5,5,8273.710000000001,5,2,1,521,52,Potential
C2748,229,7,30077.69,1,3,5,135,13,Needs Attention
C2749,93,3,4751.62,3,1,1,311,31,Needs Attention
C2750,196,7,19456.03,1,3,3,133,13,Needs Attention
C2751,38,7,17826.67,4,3,3,433,43,Loyal
C2752,248,7,19362.4,1,3,3,133,13,Needs Attention
C2753,181,9,21498.309999999998,2,5,4,254,25,Big Spenders
C2754,232,4,15738.42,1,1,3,113,11,At Risk / Lost
C2755,261,6,9607.23,1,3,1,131,13,Needs Attention
C2756,15,5,18118.15,5,2,3,523,52,Potential
C2757,199,6,31256.25,1,3,5,135,13,Needs Attention
C2758,413,4,13828.98,1,1,2,112,11,At Risk / Lost
C2759,59,8,35198.0,4,4,5,445,44,Champions
C2760,139,3,11283.56,2,1,2,212,21,At Risk / Lost
C2761,79,8,25168.829999999998,3,4,4,344,34,Potential
C2762,95,10,37153.31,3,5,5,355,35,Potential
C2763,23,4,22185.84,5,1,4,514,51,Needs Attention
C2764,115,3,15879.080000000002,2,1,3,213,21,At Risk / Lost
C2765,73,8,31991.3,3,4,5,345,34,Potential
C2766,40,11,32518.6,4,5,5,455,45,Champions
C2767,332,3,4505.200000000001,1,1,1,111,11,At Risk / Lost
C2768,11,2,2005.19,5,1,1,511,51,Needs Attention
C2769,233,6,12847.94,1,3,2,132,13,Needs Attention
C2770,33,7,22336.96,4,3,4,434,43,Loyal
C2771,180,6,21035.399999999998,2,3,4,234,23,Needs Attention
C2772,9,7,24062.61,5,3,4,534,53,Loyal
C2773,22,9,36682.81,5,5,5,555,55,Champions
C2774,53,7,15138.75,4,3,2,432,43,Loyal
C2775,307,8,31373.87,1,4,5,145,14,Big Spenders
C2776,239,3,6027.46,1,1,1,111,11,At Risk / Lost
C2777,194,8,21138.100000000002,1,4,4,144,14,Big Spenders
C2778,641,1,1692.56,1,1,1,111,11,At Risk / Lost
C2779,117,11,27026.989999999998,2,5,4,254,25,Big Spenders
C2780,401,2,7912.96,1,1,1,111,11,At Risk / Lost
C2781,14,7,21631.5,5,3,4,534,53,Loyal
C2782,41,7,20468.25,4,3,3,433,43,Loyal
C2783,69,6,16714.14,3,3,3,333,33,Potential
C2784,90,11,30961.010000000002,3,5,5,355,35,Potential
C2785,41,8,25312.280000000002,4,4,4,444,44,Champions
C2786,137,4,7803.68,2,1,1,211,21,At Risk / Lost
C2787,186,6,13553.43,2,3,2,232,23,Needs Attention
C2788,1,6,18506.29,5,3,3,533,53,Loyal
C2789,38,11,42625.47,4,5,5,455,45,Champions
C2790,143,7,14847.44,2,3,2,232,23,Needs Attention
C2791,37,3,6685.6900000000005,4,1,1,411,41,Needs Attention
C2792,33,12,36138.77,4,5,5,455,45,Champions
C2793,27,9,22601.8,5,5,4,554,55,Champions
C2794,180,9,32044.28,2,5,5,255,25,Big Spenders
C2795,93,6,9447.01,3,3,1,331,33,Potential
C2796,155,5,8024.28,2,2,1,221,22,At Risk / Lost
C2797,72,7,13470.24,3,3,2,332,33,Potential
C2798,233,3,-1290.3700000000001,1,1,1,111,11,At Risk / Lost
C2799,94,3,16029.02,3,1,3,313,31,Needs Attention
C2800,184,4,9896.25,2,1,1,211,21,At Risk / Lost
C2801,29,9,14819.64,4,5,2,452,45,Champions
C2802,163,2,4057.2,2,1,1,211,21,At Risk / Lost
C2803,163,3,4022.86,2,1,1,211,21,At Risk / Lost
C2804,14,6,17478.21,5,3,3,533,53,Loyal
C2805,164,8,13988.49,2,4,2,242,24,Big Spenders
C2806,26,10,25118.32,5,5,4,554,55,Champions
C2807,112,10,45599.479999999996,2,5,5,255,25,Big Spenders
C2808,159,7,24615.620000000003,2,3,4,234,23,Needs Attention
C2809,450,3,16322.359999999999,1,1,3,113,11,At Risk / Lost
C2810,5,7,13945.2,5,3,2,532,53,Loyal
C2811,84,3,4268.860000000001,3,1,1,311,31,Needs Attention
C2812,68,4,13040.61,3,1,2,312,31,Needs Attention
C2813,34,7,16064.4,4,3,3,433,43,Loyal
C2814,34,4,19147.86,4,1,3,413,41,Needs Attention
C2815,8,5,38259.21,5,2,5,525,52,Potential
C2816,169,8,25557.52,2,4,4,244,24,Big Spenders
C2817,47,6,20705.1,4,3,3,433,43,Loyal
C2818,81,5,19136.43,3,2,3,323,32,Potential
C2819,56,8,14102.08,4,4,2,442,44,Champions
C2820,189,13,40275.92,1,5,5,155,15,Big Spenders
C2821,66,8,24793.13,3,4,4,344,34,Potential
C2822,197,7,17544.34,1,3,3,133,13,Needs Attention
C2823,222,4,8268.92,1,1,1,111,11,At Risk / Lost
C2824,213,5,6175.700000000001,1,2,1,121,12,At Risk / Lost
C2825,2,8,17201.49,5,4,3,543,54,Champions
C2826,55,4,20565.73,4,1,3,413,41,Needs Attention
C2827,63,5,19335.71,3,2,3,323,32,Potential
C2828,291,3,8314.54,1,1,1,111,11,At Risk / Lost
C2829,92,5,16647.260000000002,3,2,3,323,32,Potential
C2830,205,5,21696.38,1,2,4,124,12,At Risk / Lost
C2831,172,6,11370.36,2,3,2,232,23,Needs Attention
C2832,165,3,9355.83,2,1,1,211,21,At Risk / Lost
C2833,32,10,18402.42,4,5,3,453,45,Champions
C2834,156,6,24640.07,2,3,4,234,23,Needs Attention
C2835,111,6,16014.65,2,3,3,233,23,Needs Attention
C2836,91,7,18801.7,3,3,3,333,33,Potential
C2837,170,6,6564.83,2,3,1,231,23,Needs Attention
C2838,298,7,30053.36,1,3,5,135,13,Needs Attention
C2839,14,11,14506.140000000001,5,5,2,552,55,Champions
C2840,41,6,22655.25,4,3,4,434,43,Loyal
C2841,216,6,15628.76,1,3,3,133,13,Needs Attention
C2842,150,5,19384.5,2,2,3,223,22,At Risk / Lost
C2843,120,4,16416.35,2,1,3,213,21,At Risk / Lost
C2844,175,4,10834.720000000001,2,1,2,212,21,At Risk / Lost
C2845,227,5,1959.2500000000002,1,2,1,121,12,At Risk / Lost
C2846,120,5,12008.539999999999,2,2,2,222,22,At Risk / Lost
C2847,28,12,33538.29,4,5,5,455,45,Champions
C2848,207,7,34269.270000000004,1,3,5,135,13,Needs Attention
C2849,270,6,13131.74,1,3,2,132,13,Needs Attention
C2850,36,11,30047.13,4,5,5,455,45,Champions
C2851,49,4,20391.54,4,1,3,413,41,Needs Attention
C2852,37,4,5872.360000000001,4,1,1,411,41,Needs Attention
C2853,14,9,29203.71,5,5,5,555,55,Champions
C2854,17,7,20289.32,5,3,3,533,53,Loyal
C2855,5,3,7900.1,5,1,1,511,51,Needs Attention
C2856,37,6,24319.309999999998,4,3,4,434,43,Loyal
C2857,262,11,21567.41,1,5,4,154,15,Big Spenders
C2858,127,4,10638.869999999999,2,1,2,212,21,At Risk / Lost
C2859,4,4,8191.719999999999,5,1,1,511,51,Needs Attention
C2860,5,9,39624.69,5,5,5,555,55,Champions
C2862,350,7,26945.25,1,3,4,134,13,Needs Attention
C2863,156,5,10572.93,2,2,2,222,22,At Risk / Lost
C2864,7,10,25043.89,5,5,4,554,55,Champions
C2865,371,5,11299.23,1,2,2,122,12,At Risk / Lost
C2866,70,8,33326.97,3,4,5,345,34,Potential
C2867,80,10,29293.48,3,5,5,355,35,Potential
C2868,220,3,7149.65,1,1,1,111,11,At Risk / Lost
C2869,44,6,19511.17,4,3,3,433,43,Loyal
C2870,50,6,18706.239999999998,4,3,3,433,43,Loyal
C2871,152,3,9181.84,2,1,1,211,21,At Risk / Lost
C2872,60,6,21973.43,3,3,4,334,33,Potential
C2873,69,8,31134.68,3,4,5,345,34,Potential
C2874,151,4,5739.58,2,1,1,211,21,At Risk / Lost
C2875,14,5,21203.93,5,2,4,524,52,Potential
C2876,78,5,6750.75,3,2,1,321,32,Potential
C2877,64,5,7632.26,3,2,1,321,32,Potential
C2878,25,7,31938.75,5,3,5,535,53,Loyal
C2879,122,5,28845.72,2,2,5,225,22,At Risk / Lost
C2880,386,5,15192.15,1,2,2,122,12,At Risk / Lost
C2881,443,3,7159.549999999999,1,1,1,111,11,At Risk / Lost
C2882,2,9,25550.23,5,5,4,554,55,Champions
C2883,84,3,10662.51,3,1,2,312,31,Needs Attention
C2884,70,6,13349.32,3,3,2,332,33,Potential
C2885,9,7,34379.53,5,3,5,535,53,Loyal
C2886,264,4,16249.34,1,1,3,113,11,At Risk / Lost
C2887,26,5,24011.75,5,2,4,524,52,Potential
C2888,147,7,10409.42,2,3,1,231,23,Needs Attention
C2889,17,4,11438.21,5,1,2,512,51,Needs Attention
C2890,213,7,25181.63,1,3,4,134,13,Needs Attention
C2891,66,7,33857.58,3,3,5,335,33,Potential
C2892,19,4,6936.4400000000005,5,1,1,511,51,Needs Attention
C2893,174,3,11366.45,2,1,2,212,21,At Risk / Lost
C2894,87,3,6968.37,3,1,1,311,31,Needs Attention
C2895,47,7,23371.73,4,3,4,434,43,Loyal
C2896,156,6,22788.2,2,3,4,234,23,Needs Attention
C2897,133,6,14106.68,2,3,2,232,23,Needs Attention
C2898,316,8,26122.489999999998,1,4,4,144,14,Big Spenders
C2899,13,9,15975.98,5,5,3,553,55,Champions
C2900,184,4,9563.26,2,1,1,211,21,At Risk / Lost
C2901,3,11,20349.12,5,5,3,553,55,Champions
C2902,273,7,16743.74,1,4,3,143,14,Big Spenders
C2903,208,2,4743.43,1,1,1,111,11,At Risk / Lost
C2904,182,4,13416.53,2,1,2,212,21,At Risk / Lost
C2905,58,12,36146.58,4,5,5,455,45,Champions
C2906,40,8,35405.5,4,4,5,445,44,Champions
C2907,428,4,3760.3900000000003,1,1,1,111,11,At Risk / Lost
C2908,71,6,13384.84,3,3,2,332,33,Potential
C2909,228,4,14637.01,1,1,2,112,11,At Risk / Lost
C2910,128,5,32488.010000000002,2,2,5,225,22,At Risk / Lost
C2911,7,6,14597.05,5,3,2,532,53,Loyal
C2912,108,4,9519.94,2,1,1,211,21,At Risk / Lost
C2913,30,7,22472.05,4,4,4,444,44,Champions
C2914,56,8,31726.42,4,4,5,445,44,Champions
C2915,89,8,20435.75,3,4,3,343,34,Potential
C2916,35,2,5336.969999999999,4,1,1,411,41,Needs Attention
C2917,188,4,8969.15,2,1,1,211,21,At Risk / Lost
C2918,20,4,10014.53,5,1,1,511,51,Needs Attention
C2919,116,4,6688.740000000001,2,1,1,211,21,At Risk / Lost
C2920,26,8,41010.509999999995,5,4,5,545,54,Champions
C2921,238,3,17313.059999999998,1,1,3,113,11,At Risk / Lost
C2922,78,10,46928.73,3,5,5,355,35,Potential
C2923,76,10,31698.809999999998,3,5,5,355,35,Potential
C2924,91,5,12868.060000000001,3,2,2,322,32,Potential
C2925,68,8,26760.13,3,4,4,344,34,Potential
C2926,116,8,26083.66,2,4,4,244,24,Big Spenders
C2927,69,6,17845.66,3,3,3,333,33,Potential
C2928,349,2,11020.73,1,1,2,112,11,At Risk / Lost
C2929,1,3,8334.17,5,1,1,511,51,Needs Attention
C2930,86,4,13224.609999999999,3,1,2,312,31,Needs Attention
C2931,499,4,9137.27,1,1,1,111,11,At Risk / Lost
C2932,55,5,12145.51,4,2,2,422,42,Potential
C2933,33,4,14191.66,4,1,2,412,41,Needs Attention
C2934,21,10,23881.940000000002,5,5,4,554,55,Champions
C2935,13,9,20295.26,5,5,3,553,55,Champions
C2936,87,11,28728.0,3,5,5,355,35,Potential
C2937,31,6,24601.96,4,3,4,434,43,Loyal
C2938,482,2,3066.25,1,1,1,111,11,At Risk / Lost
C2939,126,10,40374.44,2,5,5,255,25,Big Spenders
C2940,46,2,11815.970000000001,4,1,2,412,41,Needs Attention
C2941,422,4,21045.46,1,1,4,114,11,At Risk / Lost
C2942,525,3,10577.26,1,1,2,112,11,At Risk / Lost
C2943,193,5,20731.7,1,2,3,123,12,At Risk / Lost
C2944,148,4,12127.01,2,1,2,212,21,At Risk / Lost
C2945,24,5,5911.79,5,2,1,521,52,Potential
C2946,59,9,31110.27,4,5,5,455,45,Champions
C2947,63,3,4204.21,3,1,1,311,31,Needs Attention
C2948,89,5,7804.759999999999,3,2,1,321,32,Potential
C2949,143,4,1550.5900000000001,2,1,1,211,21,At Risk / Lost
C2950,50,5,10471.82,4,2,2,422,42,Potential
C2951,20,7,17560.55,5,4,3,543,54,Champions
C2952,160,4,19466.750000000004,2,1,3,213,21,At Risk / Lost
C2953,559,2,6294.46,1,1,1,111,11,At Risk / Lost
C2954,164,11,61173.39,2,5,5,255,25,Big Spenders
C2955,451,3,10661.87,1,1,2,112,11,At Risk / Lost
C2956,161,7,35291.41,2,4,5,245,24,Big Spenders
C2957,307,3,13881.279999999999,1,1,2,112,11,At Risk / Lost
C2958,36,4,9953.390000000001,4,1,1,411,41,Needs Attention
C2959,112,8,20452.12,2,4,3,243,24,Big Spenders
C2960,42,9,21347.87,4,5,4,454,45,Champions
C2961,104,6,28157.33,3,3,5,335,33,Potential
C2962,78,8,21083.73,3,4,4,344,34,Potential
C2963,175,5,18876.33,2,2,3,223,22,At Risk / Lost
C2964,229,1,894.63,1,1,1,111,11,At Risk / Lost
C2965,528,2,12542.71,1,1,2,112,11,At Risk / Lost
C2966,4,9,22637.57,5,5,4,554,55,Champions
C2967,77,4,4220.84,3,1,1,311,31,Needs Attention
C2968,45,7,7449.95,4,4,1,441,44,Champions
C2969,23,8,16546.23,5,4,3,543,54,Champions
C2970,33,10,32380.559999999998,4,5,5,455,45,Champions
C2971,230,8,42048.44,1,4,5,145,14,Big Spenders
C2972,10,5,21168.26,5,2,4,524,52,Potential
C2973,9,5,13470.68,5,2,2,522,52,Potential
C2974,34,6,26673.530000000002,4,3,4,434,43,Loyal
C2975,35,8,19283.23,4,4,3,443,44,Champions
C2976,431,3,3761.16,1,1,1,111,11,At Risk / Lost
C2977,14,9,27033.45,5,5,4,554,55,Champions
C2978,52,2,3691.9199999999996,4,1,1,411,41,Needs Attention
C2979,83,3,9203.93,3,1,1,311,31,Needs Attention
C2980,55,4,5275.31,4,1,1,411,41,Needs Attention
C2981,103,11,24928.239999999998,3,5,4,354,35,Potential
C2982,145,8,31081.65,2,4,5,245,24,Big Spenders
C2983,115,4,20073.9,2,1,3,213,21,At Risk / Lost
C2984,206,8,19844.11,1,4,3,143,14,Big Spenders
C2985,49,5,12242.85,4,2,2,422,42,Potential
C2986,45,10,47650.9,4,5,5,455,45,Champions
C2987,1,7,14690.88,5,4,2,542,54,Champions
C2988,86,7,33409.83,3,4,5,345,34,Potential
C2989,128,4,5632.530000000001,2,1,1,211,21,At Risk / Lost
C2990,428,5,10215.31,1,2,1,121,12,At Risk / Lost
C2991,3,8,20098.52,5,4,3,543,54,Champions
C2992,29,8,31025.43,4,4,5,445,44,Champions
C2993,107,5,21890.96,2,2,4,224,22,At Risk / Lost
C2994,492,1,2957.67,1,1,1,111,11,At Risk / Lost
C2995,41,8,27149.95,4,4,4,444,44,Champions
C2996,144,9,20074.989999999998,2,5,3,253,25,Big Spenders
C2997,12,8,22015.77,5,4,4,544,54,Champions
C2998,44,5,6846.88,4,2,1,421,42,Potential
C2999,285,5,10400.41,1,2,1,121,12,At Risk / Lost
C3000,56,6,25839.58,4,3,4,434,43,Loyal
C3001,146,9,25160.33,2,5,4,254,25,Big Spenders
C3002,57,6,11694.11,4,3,2,432,43,Loyal
C3003,98,11,34055.42,3,5,5,355,35,Potential
C3004,41,11,27362.25,4,5,4,454,45,Champions
C3005,48,6,29024.71,4,3,5,435,43,Loyal
C3006,55,6,25885.05,4,3,4,434,43,Loyal
C3007,128,9,26046.85,2,5,4,254,25,Big Spenders
C3008,19,5,16955.82,5,2,3,523,52,Potential
C3009,47,11,45284.35,4,5,5,455,45,Champions
C3010,7,4,3710.0600000000004,5,1,1,511,51,Needs Attention
C3011,66,8,27325.98,3,4,4,344,34,Potential
C3012,105,10,50511.399999999994,3,5,5,355,35,Potential
C3013,1,6,11596.68,5,3,2,532,53,Loyal
C3014,4,10,33615.07,5,5,5,555,55,Champions
C3015,226,5,16998.260000000002,1,2,3,123,12,At Risk / Lost
C3016,95,10,31738.989999999998,3,5,5,355,35,Potential
C3017,113,8,22350.71,2,4,4,244,24,Big Spenders
C3018,122,6,16738.8,2,3,3,233,23,Needs Attention
C3019,171,3,6783.17,2,1,1,211,21,At Risk / Lost
C3020,171,6,10988.83,2,3,2,232,23,Needs Attention
C3021,450,4,4364.21,1,1,1,111,11,At Risk / Lost
C3022,69,5,15435.78,3,2,2,322,32,Potential
C3023,67,6,12495.68,3,3,2,332,33,Potential
C3024,75,5,20388.120000000003,3,2,3,323,32,Potential
C3025,66,5,23456.489999999998,3,2,4,324,32,Potential
C3026,162,7,22154.309999999998,2,4,4,244,24,Big Spenders
C3027,5,10,35637.44,5,5,5,555,55,Champions
C3028,510,3,9938.55,1,1,1,111,11,At Risk / Lost
C3029,141,3,10998.76,2,1,2,212,21,At Risk / Lost
C3030,52,6,18080.9,4,3,3,433,43,Loyal
C3031,125,5,6146.03,2,2,1,221,22,At Risk / Lost
C3032,113,4,11862.36,2,1,2,212,21,At Risk / Lost
C3033,82,11,32246.949999999997,3,5,5,355,35,Potential
C3034,34,4,23756.440000000002,4,1,4,414,41,Needs Attention
C3035,179,1,2094.18,2,1,1,211,21,At Risk / Lost
C3036,75,11,31940.25,3,5,5,355,35,Potential
C3037,17,13,53191.99,5,5,5,555,55,Champions
C3038,126,4,19258.29,2,1,3,213,21,At Risk / Lost
C3039,275,9,26111.4,1,5,4,154,15,Big Spenders
C3040,13,11,38901.52,5,5,5,555,55,Champions
C3041,100,4,7157.070000000001,3,1,1,311,31,Needs Attention
C3042,67,3,13547.259999999998,3,1,2,312,31,Needs Attention
C3043,143,5,9149.45,2,2,1,221,22,At Risk / Lost
C3044,98,4,6501.08,3,1,1,311,31,Needs Attention
C3045,36,4,11286.199999999999,4,1,2,412,41,Needs Attention
C3046,25,8,31442.68,5,4,5,545,54,Champions
C3047,36,9,26257.84,4,5,4,454,45,Champions
C3048,17,10,41255.71,5,5,5,555,55,Champions
C3049,74,8,24268.57,3,4,4,344,34,Potential
C3050,197,3,4559.9,1,1,1,111,11,At Risk / Lost
C3051,125,6,22340.269999999997,2,3,4,234,23,Needs Attention
C3052,11,9,43571.22,5,5,5,555,55,Champions
C3053,181,7,23042.0,2,4,4,244,24,Big Spenders
C3054,291,2,6004.2,1,1,1,111,11,At Risk / Lost
C3055,1,4,10390.76,5,1,1,511,51,Needs Attention
C3056,104,3,6423.39,3,1,1,311,31,Needs Attention
C3057,64,6,33636.76,3,3,5,335,33,Potential
C3058,226,9,29242.43,1,5,5,155,15,Big Spenders
C3059,145,8,21644.5,2,4,4,244,24,Big Spenders
C3060,465,2,1096.41,1,1,1,111,11,At Risk / Lost
C3061,149,7,9179.18,2,4,1,241,24,Big Spenders
C3062,5,4,3879.17,5,1,1,511,51,Needs Attention
C3063,122,7,13942.22,2,4,2,242,24,Big Spenders
C3064,17,10,45109.71,5,5,5,555,55,Champions
C3065,32,6,20120.49,4,3,3,433,43,Loyal
C3066,301,5,5436.400000000001,1,2,1,121,12,At Risk / Lost
C3067,225,5,24357.63,1,2,4,124,12,At Risk / Lost
C3068,426,4,8069.83,1,1,1,111,11,At Risk / Lost
C3069,4,4,4992.42,5,1,1,511,51,Needs Attention
C3070,36,6,18781.65,4,3,3,433,43,Loyal
C3071,2,4,16162.43,5,1,3,513,51,Needs Attention
C3072,55,5,25205.98,4,2,4,424,42,Potential
C3073,53,5,10125.8,4,2,1,421,42,Potential
C3074,69,6,21535.88,3,3,4,334,33,Potential
C3075,103,7,25135.36,3,4,4,344,34,Potential
C3076,86,5,13940.28,3,2,2,322,32,Potential
C3077,42,6,11718.18,4,3,2,432,43,Loyal
C3078,128,7,29258.14,2,4,5,245,24,Big Spenders
C3079,118,4,11051.48,2,1,2,212,21,At Risk / Lost
C3080,111,2,-426.0200000000001,2,1,1,211,21,At Risk / Lost
C3081,3,6,21437.23,5,3,4,534,53,Loyal
C3082,401,3,3117.91,1,1,1,111,11,At Risk / Lost
C3083,2,9,20811.19,5,5,3,553,55,Champions
C3084,92,6,12719.24,3,3,2,332,33,Potential
C3085,109,5,38489.36,2,2,5,225,22,At Risk / Lost
C3086,130,7,13985.78,2,4,2,242,24,Big Spenders
C3087,36,5,20745.6,4,2,3,423,42,Potential
C3088,71,8,36488.770000000004,3,4,5,345,34,Potential
