InvoiceNo,OrderDate,CustomerID,ProductID,ProductName,Category,Quantity,UnitPrice,Revenue
I101094,2023-10-05 11:55:10,C2073,P0174,Product_174,Sports,3,718.16,2154.48
I101095,2023-02-14 05:48:33,C8599,P0265,Product_265,Beauty,4,2638.25,10553.0
I101096,2023-02-02 17:31:58,C3359,P0288,Product_288,Clothing,2,1650.8,3301.6
I101097,2023-11-06 04:03:47,C4589,P0200,Product_200,Home,2,2350.63,4701.26
I101098,2024-10-30 19:25:55,C8215,P0006,Product_6,Home,1,510.18,510.18
I101099,2023-09-10 08:43:32,C6720,P0164,Product_164,Beauty,1,1630.54,1630.54
I101100,2023-11-23 17:47:27,C4970,P0257,Product_257,Clothing,2,2811.66,5623.32
I101101,2024-01-01 08:45:07,C1994,P0289,Product_289,Electronics,2,895.3,1790.6
I101102,2023-02-08 08:46:50,C1236,P0280,Product_280,Electronics,3,2397.59,7192.77
I101103,2023-03-30 16:41:47,C8972,P0122,Product_122,Sports,2,2693.47,5386.94
I101104,2024-11-27 09:11:03,C6161,P0063,Product_63,Beauty,1,2494.78,2494.78
I101105,2024-09-05 20:42:21,C5987,P0080,Product_80,Clothing,3,391.81,1175.43
I101106,2024-01-31 15:30:14,C7547,P0265,Product_265,Beauty,1,2638.25,2638.25
I101107,2024-08-12 19:15:56,C2960,P0036,Product_36,Electronics,2,2434.77,4869.54
I101108,2023-05-26 17:19:53,C6814,P0144,Product_144,Electronics,1,937.59,937.59
I101109,2024-11-21 12:20:29,C2297,P0008,Product_8,Home,2,2605.22,5210.44
I101110,2024-05-02 16:46:16,C3545,P0053,Product_53,Electronics,3,2821.52,8464.56
I101111,2024-08-11 23:36:29,C5512,P0106,Product_106,Clothing,3,785.41,2356.23
I101112,2024-12-03 20:27:55,C1112,P0275,Product_275,Clothing,1,1558.46,1558.46
I101113,2024-07-20 23:35:55,C5524,P0108,Product_108,Home,1,2278.88,2278.88
I101114,2023-11-07 07:03:53,C4342,P0266,Product_266,Food,4,2235.27,8941.08
I101115,2023-01-06 19:09:57,C1763,P0240,Product_240,Beauty,1,572.48,572.48
I101116,2023-06-01 08:07:27,C2840,P0003,Product_3,Electronics,1,2209.38,2209.38
I101117,2023-11-05 21:59:07,C7892,P0123,Product_123,Food,2,988.11,1976.22
I101118,2023-06-30 22:33:56,C8478,P0185,Product_185,Beauty,5,810.93,4054.65
I101119,2023-03-20 12:29:48,C1929,P0007,Product_7,Home,2,221.35,442.7
I101120,2023-07-01 08:22:22,C4780,P0177,Product_177,Beauty,1,2088.27,2088.27
I101121,2024-01-01 01:17:43,C8758,P0194,Product_194,Clothing,3,1917.65,5752.95
I101122,2023-09-24 09:42:17,C1962,P0208,Product_208,Electronics,1,2007.33,2007.33
I101123,2023-08-19 12:46:10,C6306,P0065,Product_65,Beauty,2,878.76,1757.52
I101124,2024-01-20 05:53:06,C7816,P0001,Product_1,Sports,4,1154.89,4619.56
I101125,2024-08-06 03:13:18,C2261,P0087,Product_87,Sports,3,2202.34,6607.02
I101126,2024-03-25 13:09:27,C5082,P0225,Product_225,Sports,4,832.35,3329.4
I101127,2024-07-12 02:47:48,C8640,P0165,Product_165,Clothing,1,316.35,316.35
I101128,2024-08-27 19:30:12,C6870,P0074,Product_74,Home,1,2455.61,2455.61
I101129,2024-08-15 05:25:27,C3390,P0104,Product_104,Home,2,1550.28,3100.56
I101130,2023-12-21 04:35:32,C5168,P0104,Product_104,Home,1,1550.28,1550.28
I101131,2024-03-16 11:23:03,C6778,P0111,Product_111,Food,1,904.77,904.77
I101132,2023-07-28 08:26:41,C3239,P0249,Product_249,Electronics,1,2892.68,2892.68
I101133,2024-04-11 05:38:00,C4403,P0030,Product_30,Beauty,1,187.03,187.03
I101134,2023-08-30 15:18:48,C7838,P0119,Product_119,Sports,1,2683.05,2683.05
I101135,2024-01-11 14:05:30,C4952,P0206,Product_206,Sports,1,77.13,77.13
I101136,2023-05-11 08:54:56,C4868,P0020,Product_20,Home,2,909.13,1818.26
I101137,2023-09-16 07:29:48,C2996,P0285,Product_285,Electronics,2,1755.93,3511.86
I101138,2024-12-25 12:22:42,C4741,P0022,Product_22,Beauty,5,461.51,2307.55
I101139,2023-04-28 22:19:54,C5515,P0155,Product_155,Food,2,2957.67,5915.34
I101140,2024-12-04 07:13:07,C2184,P0231,Product_231,Food,2,2394.69,4789.38
I101141,2023-10-16 12:21:44,C4142,P0129,Product_129,Beauty,1,70.51,70.51
I101142,2024-04-20 20:59:10,C2561,P0071,Product_71,Home,1,2328.12,2328.12
I101143,2024-02-09 05:04:26,C8551,P0225,Product_225,Sports,2,832.35,1664.7
I101144,2023-08-04 13:29:00,C5910,P0209,Product_209,Beauty,1,64.93,64.93
I101145,2023-01-01 12:42:30,C5163,P0145,Product_145,Home,1,890.28,890.28
I101146,2023-01-27 22:56:56,C7113,P0292,Product_292,Home,4,160.18,640.72
I101147,2023-12-17 06:04:17,C8203,P0218,Product_218,Beauty,1,2252.15,2252.15
I101148,2024-08-26 09:28:26,C2118,P0280,Product_280,Electronics,4,2397.59,9590.36
I101149,2024-04-15 16:39:59,C8078,P0218,Product_218,Beauty,3,2252.15,6756.45
I101150,2024-06-23 12:52:18,C1571,P0289,Product_289,Electronics,1,895.3,895.3
I101151,2024-09-14 14:52:39,C3263,P0163,Product_163,Sports,3,1918.91,5756.73
I101152,2024-03-21 07:49:52,C7329,P0243,Product_243,Beauty,5,2748.85,13744.25
I101153,2024-03-27 19:30:58,C7471,P0088,Product_88,Sports,2,1930.79,3861.58
I101154,2024-03-13 10:48:16,C7999,P0024,Product_24,Electronics,2,1130.77,2261.54
I101155,2024-07-19 18:12:19,C4399,P0183,Product_183,Sports,1,2777.85,2777.85
I101156,2023-07-23 06:12:05,C3784,P0283,Product_283,Sports,1,1157.97,1157.97
I101157,2024-07-29 08:00:21,C8653,P0228,Product_228,Sports,3,1209.64,3628.92
I101158,2024-05-03 14:04:52,C7452,P0087,Product_87,Sports,2,2202.34,4404.68
I101159,2024-09-24 23:16:10,C5159,P0144,Product_144,Electronics,1,937.59,937.59
I101160,2023-04-22 03:53:01,C3188,P0159,Product_159,Electronics,5,751.03,3755.15
I101161,2023-01-28 01:22:40,C7721,P0258,Product_258,Sports,2,2103.29,4206.58
I101162,2023-09-30 19:42:28,C1021,P0045,Product_45,Electronics,3,813.4,2440.2
I101163,2023-10-13 08:56:43,C3317,P0203,Product_203,Beauty,4,526.8,2107.2
I101164,2024-07-07 23:05:22,C6947,P0052,Product_52,Clothing,1,2336.64,2336.64
I101165,2023-04-27 08:33:27,C3445,P0172,Product_172,Food,1,98.93,98.93
I101166,2024-11-07 03:17:30,C7860,P0120,Product_120,Food,2,1641.06,3282.12
I101167,2024-08-12 15:37:06,C5808,P0160,Product_160,Sports,1,2198.24,2198.24
I101168,2023-01-12 20:03:51,C5750,P0281,Product_281,Sports,6,2675.52,16053.12
I101169,2024-07-03 19:30:48,C6406,P0047,Product_47,Food,1,969.55,969.55
I101170,2023-03-20 04:23:34,C5011,P0055,Product_55,Food,2,1813.8,3627.6
I101171,2023-11-05 06:10:48,C8088,P0227,Product_227,Food,1,2920.38,2920.38
I101172,2023-06-26 17:03:13,C2217,P0250,Product_250,Home,2,2566.38,5132.76
I101173,2024-07-17 04:08:23,C4658,P0183,Product_183,Sports,4,2777.85,11111.4
I101174,2024-08-02 13:36:05,C5412,P0163,Product_163,Sports,3,1918.91,5756.73
I101175,2023-09-23 18:17:56,C4967,P0030,Product_30,Beauty,3,187.03,561.09
I101176,2024-03-14 19:13:01,C3827,P0147,Product_147,Home,1,1848.21,1848.21
I101177,2023-04-17 13:58:28,C3723,P0149,Product_149,Food,2,201.86,403.72
I101178,2023-08-29 14:27:30,C5521,P0213,Product_213,Food,3,1973.29,5919.87
I101179,2023-05-03 12:48:05,C7249,P0178,Product_178,Home,5,1190.87,5954.35
I101180,2024-07-16 20:36:15,C5451,P0089,Product_89,Sports,2,2667.28,5334.56
I101181,2024-08-06 08:29:16,C4090,P0063,Product_63,Beauty,1,2494.78,2494.78
I101182,2024-12-06 10:27:58,C4730,P0040,Product_40,Clothing,1,1348.45,1348.45
I101183,2024-02-16 04:37:38,C8641,P0084,Product_84,Home,1,237.5,237.5
I101184,2024-09-04 20:08:51,C3636,P0013,Product_13,Beauty,1,2505.71,2505.71
I101185,2023-05-26 20:46:49,C8123,P0132,Product_132,Sports,3,705.22,2115.66
I101186,2023-05-16 16:05:15,C2545,P0199,Product_199,Clothing,2,2666.9,5333.8
I101187,2023-03-05 11:46:34,C6713,P0111,Product_111,Food,2,904.77,1809.54
I101188,2023-05-02 08:37:18,C2956,P0027,Product_27,Sports,1,639.04,639.04
I101189,2024-02-08 08:29:28,C5684,P0120,Product_120,Food,2,1641.06,3282.12
I101190,2023-03-21 01:06:46,C4137,P0222,Product_222,Sports,1,1726.51,1726.51
I101191,2023-09-18 08:37:18,C2913,P0051,Product_51,Beauty,2,2910.27,5820.54
I101192,2024-01-06 15:28:07,C8012,P0253,Product_253,Clothing,1,2560.85,2560.85
I101193,2023-07-25 16:15:47,C7353,P0188,Product_188,Clothing,3,1687.84,5063.52
I101194,2024-11-28 16:56:13,C4365,P0254,Product_254,Electronics,1,984.92,984.92
I101195,2024-05-24 10:05:19,C1357,P0009,Product_9,Sports,3,1823.29,5469.87
I101196,2023-06-27 16:37:45,C3606,P0146,Product_146,Sports,1,158.82,158.82
I101197,2023-04-23 11:44:08,C7100,P0282,Product_282,Sports,1,1047.09,1047.09
I101198,2024-06-30 22:29:58,C4874,P0056,Product_56,Beauty,2,2769.53,5539.06
I101199,2024-06-23 13:46:53,C6777,P0229,Product_229,Sports,1,2681.54,2681.54
I101200,2023-10-07 20:02:45,C8482,P0262,Product_262,Home,1,2970.66,2970.66
I101201,2023-11-15 11:42:53,C7647,P0109,Product_109,Electronics,2,724.95,1449.9
I101202,2023-06-09 10:56:36,C4123,P0223,Product_223,Sports,2,326.34,652.68
I101203,2024-10-19 02:56:09,C4162,P0090,Product_90,Electronics,2,1443.03,2886.06
I101204,2024-11-20 18:47:33,C6436,P0297,Product_297,Home,2,2321.48,4642.96
I101205,2023-12-14 12:27:46,C7491,P0045,Product_45,Electronics,2,813.4,1626.8
I101206,2023-01-18 01:25:11,C7723,P0193,Product_193,Beauty,2,2706.23,5412.46
I101207,2024-03-15 00:22:16,C6341,P0269,Product_269,Food,2,1110.5,2221.0
I101208,2023-11-20 05:03:08,C2246,P0030,Product_30,Beauty,2,187.03,374.06
I101209,2024-07-01 23:08:57,C5057,P0226,Product_226,Clothing,1,769.77,769.77
I101210,2024-10-19 11:54:48,C8903,P0011,Product_11,Sports,4,110.72,442.88
I101211,2023-04-05 09:05:43,C1303,P0248,Product_248,Sports,4,2901.63,11606.52
I101212,2024-02-07 21:05:31,C2034,P0061,Product_61,Clothing,1,1196.6,1196.6
I101213,2023-01-10 04:19:23,C5114,P0125,Product_125,Clothing,2,722.41,1444.82
I101214,2024-10-05 18:44:20,C8908,P0013,Product_13,Beauty,2,2505.71,5011.42
I101215,2023-04-01 17:51:41,C5834,P0186,Product_186,Home,1,1996.95,1996.95
I101216,2023-12-28 16:30:02,C3719,P0070,Product_70,Sports,1,2961.32,2961.32
I101217,2023-02-25 09:06:22,C8124,P0058,Product_58,Food,2,628.15,1256.3
I101218,2024-03-08 19:47:54,C1822,P0163,Product_163,Sports,2,1918.91,3837.82
I101219,2023-07-07 18:52:16,C8161,P0188,Product_188,Clothing,1,1687.84,1687.84
I101220,2024-03-10 01:26:56,C7922,P0071,Product_71,Home,5,2328.12,11640.6
I101221,2024-10-12 14:02:22,C4606,P0206,Product_206,Sports,2,77.13,154.26
I101222,2023-12-18 09:21:21,C1816,P0235,Product_235,Home,3,625.97,1877.91
I101223,2024-09-27 23:42:14,C5308,P0092,Product_92,Sports,6,2154.07,12924.42
I101224,2023-07-30 23:07:41,C8458,P0022,Product_22,Beauty,2,461.51,923.02
I101225,2023-05-03 21:51:34,C4743,P0244,Product_244,Home,2,1141.97,2283.94
I101226,2023-09-24 02:55:12,C1125,P0026,Product_26,Home,1,2366.27,2366.27
I101227,2023-11-15 03:04:27,C6918,P0188,Product_188,Clothing,1,1687.84,1687.84
I101228,2023-06-16 04:41:07,C2180,P0267,Product_267,Home,4,2106.2,8424.8
I101229,2024-08-26 03:01:49,C4358,P0104,Product_104,Home,3,1550.28,4650.84
I101230,2024-10-11 16:29:32,C8134,P0134,Product_134,Food,1,1045.96,1045.96
I101231,2023-10-29 05:28:01,C6363,P0127,Product_127,Home,3,2463.14,7389.42
I101232,2024-05-09 03:44:08,C8945,P0219,Product_219,Food,-1,1966.42,-1966.42
I101233,2024-04-22 19:03:01,C1612,P0026,Product_26,Home,1,2366.27,2366.27
I101234,2024-06-16 16:11:09,C4846,P0178,Product_178,Home,4,1190.87,4763.48
I101235,2024-03-17 09:44:55,C7402,P0086,Product_86,Clothing,4,1009.29,4037.16
I101236,2023-04-17 10:16:52,C8939,P0255,Product_255,Beauty,2,550.0,1100.0
I101237,2024-05-20 03:06:47,C3171,P0252,Product_252,Electronics,2,1186.04,2372.08
I101238,2023-06-07 13:12:24,C3773,P0063,Product_63,Beauty,2,2494.78,4989.56
I101239,2024-08-22 12:43:56,C6105,P0263,Product_263,Sports,3,463.25,1389.75
I101240,2024-04-03 16:00:03,C6674,P0236,Product_236,Home,3,2181.23,6543.69
I101241,2023-03-06 23:59:44,C4256,P0241,Product_241,Beauty,3,2824.35,8473.05
I101242,2023-02-05 07:43:49,C6323,P0064,Product_64,Clothing,2,1102.42,2204.84
I101243,2024-08-30 21:26:41,C1657,P0277,Product_277,Food,1,2404.97,2404.97
I101244,2024-08-18 07:20:53,C7977,P0162,Product_162,Electronics,-1,1915.3,-1915.3
I101245,2024-04-19 07:45:18,C7982,P0009,Product_9,Sports,1,1823.29,1823.29
I101246,2024-07-05 13:21:56,C6524,P0202,Product_202,Home,1,298.21,298.21
I101247,2024-07-11 22:55:44,C8039,P0107,Product_107,Electronics,1,1260.63,1260.63
I101248,2024-12-06 12:26:22,C5371,P0293,Product_293,Beauty,3,2476.67,7430.01
I101249,2024-05-25 06:35:26,C4113,P0216,Product_216,Clothing,3,749.88,2249.64
I101250,2023-07-05 01:08:26,C8816,P0264,Product_264,Beauty,3,1579.07,4737.21
I101251,2024-02-12 22:42:11,C3594,P0113,Product_113,Electronics,1,2792.61,2792.61
I101252,2024-09-11 18:19:27,C6134,P0258,Product_258,Sports,2,2103.29,4206.58
I101253,2023-09-27 21:37:39,C6887,P0290,Product_290,Home,3,1792.96,5378.88
I101254,2024-08-14 05:31:20,C8269,P0015,Product_15,Beauty,1,586.38,586.38
I101255,2024-11-08 06:09:49,C7221,P0122,Product_122,Sports,2,2693.47,5386.94
I101256,2024-08-04 22:04:57,C4997,P0175,Product_175,Sports,2,1953.26,3906.52
I101257,2024-09-13 03:00:32,C8146,P0002,Product_2,Electronics,3,2854.61,8563.83
I101258,2024-10-05 09:06:54,C5432,P0015,Product_15,Beauty,5,586.38,2931.9
I101259,2024-06-03 01:24:18,C1294,P0285,Product_285,Electronics,5,1755.93,8779.65
I101260,2023-01-27 17:48:40,C6058,P0139,Product_139,Home,1,1122.71,1122.71
I101261,2023-01-23 18:38:36,C1560,P0032,Product_32,Home,2,553.05,1106.1
I101262,2024-03-27 21:08:24,C2923,P0196,Product_196,Electronics,1,1080.17,1080.17
I101263,2024-02-08 11:58:09,C6170,P0131,Product_131,Clothing,1,1281.36,1281.36
I101264,2023-04-28 04:08:36,C6606,P0160,Product_160,Sports,1,2198.24,2198.24
I101265,2024-11-12 23:10:28,C8544,P0032,Product_32,Home,3,553.05,1659.15
I101266,2024-01-02 11:01:47,C3354,P0260,Product_260,Home,4,336.67,1346.68
I101267,2024-07-24 10:26:59,C2863,P0064,Product_64,Clothing,3,1102.42,3307.26
I101268,2024-08-13 09:03:14,C7117,P0079,Product_79,Sports,2,1107.47,2214.94
I101269,2024-04-06 04:45:02,C1740,P0034,Product_34,Beauty,2,2849.21,5698.42
I101270,2023-07-23 00:03:50,C4555,P0281,Product_281,Sports,1,2675.52,2675.52
I101271,2023-12-31 16:24:36,C1806,P0170,Product_170,Food,2,1793.13,3586.26
I101272,2023-08-20 05:58:51,C7228,P0142,Product_142,Electronics,1,792.76,792.76
I101273,2024-04-12 02:52:36,C6191,P0106,Product_106,Clothing,4,785.41,3141.64
I101274,2024-11-03 09:42:24,C6766,P0232,Product_232,Beauty,4,1532.78,6131.12
I101275,2023-10-10 14:46:53,C8148,P0211,Product_211,Home,3,1668.76,5006.28
I101276,2023-12-27 15:09:51,C1823,P0209,Product_209,Beauty,2,64.93,129.86
I101277,2024-07-08 18:20:49,C4634,P0201,Product_201,Electronics,1,1943.99,1943.99
I101278,2024-05-09 03:43:00,C2362,P0228,Product_228,Sports,2,1209.64,2419.28
I101279,2023-03-23 12:18:52,C6685,P0234,Product_234,Electronics,3,1502.93,4508.79
I101280,2023-07-13 16:35:45,C3453,P0053,Product_53,Electronics,3,2821.52,8464.56
I101281,2023-05-14 01:38:17,C8400,P0222,Product_222,Sports,1,1726.51,1726.51
I101282,2023-05-11 14:19:06,C1237,P0064,Product_64,Clothing,5,1102.42,5512.1
I101283,2024-08-29 04:59:05,C1376,P0040,Product_40,Clothing,3,1348.45,4045.35
I101284,2023-06-05 12:53:32,C3657,P0145,Product_145,Home,2,890.28,1780.56
I101285,2023-11-28 23:42:40,C7522,P0045,Product_45,Electronics,1,813.4,813.4
I101286,2024-12-18 23:13:30,C1459,P0078,Product_78,Food,2,268.43,536.86
I101287,2023-10-12 01:45:51,C3403,P0078,Product_78,Food,3,268.43,805.29
I101288,2024-03-02 13:58:43,C3936,P0216,Product_216,Clothing,1,749.88,749.88
I101289,2024-10-14 15:54:01,C4070,P0089,Product_89,Sports,3,2667.28,8001.84
I101290,2024-09-17 07:47:00,C4528,P0228,Product_228,Sports,4,1209.64,4838.56
I101291,2024-01-02 20:11:00,C2192,P0282,Product_282,Sports,1,1047.09,1047.09
I101292,2024-11-05 18:50:53,C3000,P0235,Product_235,Home,2,625.97,1251.94
I101293,2024-12-03 07:03:59,C5351,P0001,Product_1,Sports,5,1154.89,5774.45
I101294,2024-04-02 00:54:42,C4375,P0145,Product_145,Home,1,890.28,890.28
I101295,2024-04-01 12:05:33,C5636,P0068,Product_68,Electronics,2,2416.48,4832.96
I101296,2023-10-22 01:49:02,C6585,P0166,Product_166,Sports,1,2514.14,2514.14
I101297,2024-11-16 18:20:46,C7492,P0255,Product_255,Beauty,3,550.0,1650.0
I101298,2024-02-18 10:54:24,C2475,P0221,Product_221,Beauty,6,1989.96,11939.76
I101299,2023-08-11 22:42:58,C2392,P0201,Product_201,Electronics,1,1943.99,1943.99
I101300,2023-01-05 20:27:27,C2434,P0017,Product_17,Electronics,2,947.51,1895.02
I101301,2023-01-31 15:43:39,C1646,P0044,Product_44,Clothing,2,2732.5,5465.0
I101302,2024-05-02 19:09:10,C5992,P0016,Product_16,Food,3,591.04,1773.12
I101303,2023-10-13 06:08:19,C8133,P0235,Product_235,Home,1,625.97,625.97
I101304,2024-02-13 03:55:42,C4133,P0156,Product_156,Beauty,1,764.06,764.06
I101305,2023-12-18 22:29:55,C6076,P0234,Product_234,Electronics,2,1502.93,3005.86
I101306,2024-02-25 09:34:06,C6596,P0145,Product_145,Home,1,890.28,890.28
I101307,2023-02-17 06:27:27,C2972,P0277,Product_277,Food,4,2404.97,9619.88
I101308,2023-02-24 16:07:50,C5076,P0261,Product_261,Beauty,1,1864.27,1864.27
I101309,2023-07-15 07:32:42,C8477,P0064,Product_64,Clothing,2,1102.42,2204.84
I101310,2023-04-27 22:55:27,C5777,P0224,Product_224,Home,1,1134.76,1134.76
I101311,2024-09-04 04:10:12,C2172,P0258,Product_258,Sports,2,2103.29,4206.58
I101312,2024-02-09 02:53:45,C2902,P0193,Product_193,Beauty,2,2706.23,5412.46
I101313,2024-09-26 13:59:51,C4777,P0139,Product_139,Home,1,1122.71,1122.71
I101314,2024-01-20 23:33:43,C6225,P0215,Product_215,Home,3,2150.93,6452.79
I101315,2024-09-11 03:11:23,C3080,P0286,Product_286,Food,4,156.03,624.12
I101316,2024-06-13 07:56:51,C4764,P0232,Product_232,Beauty,1,1532.78,1532.78
I101317,2024-08-22 23:47:14,C3091,P0107,Product_107,Electronics,1,1260.63,1260.63
I101318,2023-01-12 15:47:15,C6462,P0021,Product_21,Home,1,1854.97,1854.97
I101319,2023-01-18 09:32:49,C1076,P0042,Product_42,Home,1,1510.77,1510.77
I101320,2024-04-16 07:08:40,C8363,P0295,Product_295,Home,2,424.83,849.66
I101321,2024-07-13 22:26:35,C7591,P0246,Product_246,Electronics,3,2788.54,8365.62
I101322,2023-01-26 13:26:06,C4811,P0171,Product_171,Home,1,2048.81,2048.81
I101323,2023-01-24 11:35:07,C8382,P0029,Product_29,Sports,1,1797.62,1797.62
I101324,2023-02-12 16:35:25,C3356,P0002,Product_2,Electronics,2,2854.61,5709.22
I101325,2024-01-29 21:01:01,C6550,P0099,Product_99,Food,3,124.99,374.97
I101326,2024-12-30 00:45:18,C5477,P0073,Product_73,Electronics,1,66.29,66.29
I101327,2023-05-01 14:16:53,C2294,P0037,Product_37,Home,1,948.61,948.61
I101328,2024-01-12 16:43:25,C1605,P0210,Product_210,Home,3,524.38,1573.14
I101329,2023-02-18 14:07:04,C4618,P0068,Product_68,Electronics,1,2416.48,2416.48
I101330,2024-09-30 16:14:58,C8743,P0218,Product_218,Beauty,2,2252.15,4504.3
I101331,2024-09-05 13:50:15,C3830,P0070,Product_70,Sports,1,2961.32,2961.32
I101332,2024-10-11 20:14:25,C5813,P0285,Product_285,Electronics,6,1755.93,10535.58
I101333,2024-10-08 11:02:16,C3450,P0298,Product_298,Clothing,1,686.67,686.67
I101334,2023-05-24 22:31:35,C6234,P0022,Product_22,Beauty,2,461.51,923.02
I101335,2024-07-13 07:59:53,C8880,P0169,Product_169,Clothing,2,170.29,340.58
I101336,2023-03-19 18:10:45,C4475,P0213,Product_213,Food,1,1973.29,1973.29
I101337,2023-02-25 00:33:43,C6655,P0264,Product_264,Beauty,2,1579.07,3158.14
I101338,2023-01-20 05:14:13,C3048,P0112,Product_112,Clothing,1,525.6,525.6
I101339,2024-06-08 23:48:57,C4742,P0107,Product_107,Electronics,3,1260.63,3781.89
I101340,2024-05-03 00:36:42,C7924,P0121,Product_121,Food,4,2431.95,9727.8
I101341,2024-07-28 03:48:53,C3474,P0211,Product_211,Home,2,1668.76,3337.52
I101342,2024-11-23 20:35:20,C2631,P0176,Product_176,Clothing,4,564.38,2257.52
I101343,2023-02-20 17:14:28,C4151,P0295,Product_295,Home,4,424.83,1699.32
I101344,2023-04-18 16:53:28,C7990,P0044,Product_44,Clothing,3,2732.5,8197.5
I101345,2024-07-11 20:21:05,C4958,P0043,Product_43,Home,2,151.45,302.9
I101346,2024-01-28 01:13:47,C1873,P0263,Product_263,Sports,5,463.25,2316.25
I101347,2023-08-27 20:38:39,C2943,P0261,Product_261,Beauty,2,1864.27,3728.54
I101348,2023-11-06 14:19:40,C4124,P0299,Product_299,Food,2,1887.53,3775.06
I101349,2024-10-15 04:09:24,C5685,P0012,Product_12,Sports,6,2911.23,17467.38
I101350,2023-10-19 15:09:27,C3940,P0280,Product_280,Electronics,4,2397.59,9590.36
I101351,2024-09-02 22:02:01,C5708,P0109,Product_109,Electronics,1,724.95,724.95
I101352,2024-05-01 20:30:44,C3423,P0145,Product_145,Home,1,890.28,890.28
I101353,2023-08-14 10:36:11,C6728,P0115,Product_115,Beauty,1,1918.54,1918.54
I101354,2023-11-07 16:32:24,C3418,P0111,Product_111,Food,7,904.77,6333.39
I101355,2024-06-03 08:59:23,C1179,P0225,Product_225,Sports,1,832.35,832.35
I101356,2024-05-08 23:53:22,C7799,P0245,Product_245,Electronics,3,95.6,286.8
I101357,2023-09-16 14:50:14,C6392,P0193,Product_193,Beauty,1,2706.23,2706.23
I101358,2024-04-13 10:48:08,C4242,P0020,Product_20,Home,4,909.13,3636.52
I101359,2023-09-01 21:11:03,C3248,P0038,Product_38,Sports,2,338.13,676.26
I101360,2024-03-04 23:08:39,C1066,P0070,Product_70,Sports,3,2961.32,8883.96
I101361,2023-03-23 14:24:45,C5636,P0241,Product_241,Beauty,1,2824.35,2824.35
I101362,2023-06-18 03:35:27,C8086,P0096,Product_96,Home,1,1506.7,1506.7
I101363,2024-10-22 17:30:41,C6618,P0180,Product_180,Electronics,2,455.69,911.38
I101364,2024-03-08 00:15:48,C7375,P0077,Product_77,Clothing,1,2325.25,2325.25
I101365,2024-07-31 07:42:21,C7100,P0298,Product_298,Clothing,1,686.67,686.67
I101366,2023-08-23 06:29:47,C8975,P0041,Product_41,Clothing,1,410.01,410.01
I101367,2023-05-28 15:18:37,C1401,P0006,Product_6,Home,3,510.18,1530.54
I101368,2023-10-24 18:43:52,C8459,P0243,Product_243,Beauty,2,2748.85,5497.7
I101369,2024-06-14 05:09:07,C5967,P0081,Product_81,Home,1,2596.16,2596.16
I101370,2023-08-25 16:57:06,C7104,P0130,Product_130,Beauty,2,1556.7,3113.4
I101371,2024-02-11 02:47:32,C5069,P0271,Product_271,Electronics,1,2437.62,2437.62
I101372,2024-09-30 12:11:16,C7822,P0160,Product_160,Sports,1,2198.24,2198.24
I101373,2023-07-15 22:49:39,C8406,P0283,Product_283,Sports,3,1157.97,3473.91
I101374,2023-08-31 19:30:03,C8396,P0151,Product_151,Electronics,1,2729.38,2729.38
I101375,2024-03-01 10:41:16,C3344,P0215,Product_215,Home,4,2150.93,8603.72
I101376,2023-08-16 10:04:50,C7354,P0207,Product_207,Food,1,349.34,349.34
I101377,2023-06-21 22:39:24,C7544,P0169,Product_169,Clothing,3,170.29,510.87
I101378,2023-03-18 05:30:17,C2885,P0126,Product_126,Home,2,1309.97,2619.94
I101379,2023-06-24 05:43:42,C5973,P0080,Product_80,Clothing,2,391.81,783.62
I101380,2024-01-04 21:35:18,C7569,P0232,Product_232,Beauty,1,1532.78,1532.78
I101381,2024-04-23 14:35:52,C3886,P0071,Product_71,Home,2,2328.12,4656.24
I101382,2023-07-20 02:06:20,C2794,P0093,Product_93,Home,3,2294.32,6882.96
I101383,2024-11-20 06:44:56,C6215,P0014,Product_14,Electronics,1,676.4,676.4
I101384,2023-09-27 18:10:08,C2557,P0258,Product_258,Sports,1,2103.29,2103.29
I101385,2024-04-16 01:03:55,C6086,P0097,Product_97,Home,1,1592.06,1592.06
I101386,2024-04-03 04:05:47,C3053,P0253,Product_253,Clothing,1,2560.85,2560.85
I101387,2024-12-29 17:28:27,C6552,P0156,Product_156,Beauty,8,764.06,6112.48
I101388,2024-06-15 01:30:48,C7189,P0217,Product_217,Beauty,1,1009.93,1009.93
I101389,2023-04-09 08:24:32,C6905,P0207,Product_207,Food,2,349.34,698.68
I101390,2024-05-08 19:05:11,C7287,P0181,Product_181,Sports,2,1056.15,2112.3
I101391,2024-01-13 14:00:54,C6400,P0107,Product_107,Electronics,1,1260.63,1260.63
I101392,2024-02-15 01:18:14,C6577,P0233,Product_233,Food,2,1751.87,3503.74
I101393,2024-08-05 22:56:14,C7867,P0164,Product_164,Beauty,4,1630.54,6522.16
I101394,2023-01-22 15:47:30,C2120,P0086,Product_86,Clothing,5,1009.29,5046.45
I101395,2023-04-15 17:18:16,C6146,P0074,Product_74,Home,1,2455.61,2455.61
I101396,2024-09-24 10:03:57,C1795,P0033,Product_33,Food,3,241.9,725.7
I101397,2024-10-09 16:36:24,C8400,P0239,Product_239,Electronics,2,1954.14,3908.28
I101398,2024-06-09 12:21:12,C6140,P0032,Product_32,Home,2,553.05,1106.1
